OR|Portland,Harbor Hotel Portland (Maine),0.5
Westin|Portland,Westin Hotel Portland (Oregon),0.521739130435
OR|Portland,Harbor Hotel Portland (Maine),0.5
Benson Hotel|Portland,Benson Hotel Portland (Oregon),0.521739130435
OR|Portland,Harbor Hotel Portland (Maine),0.5
OR|Portland,Harbor Hotel Portland (Maine),0.5
OR|Portland,Harbor Hotel Portland (Maine),0.5
Four Points|Portland,Four Points Hotel East Portland (Oregon),0.578947368421
OR|Portland,Harbor Hotel Portland (Maine),0.5
now Hotel deLuxe not yet reported to the board|Portland,Econo Lodge East Port Portland (Oregon),0.472222222222
Crowne Plaza|Portland,Howard Johnson Plaza Hotel Portland (Maine),0.5625
OR|Portland,Harbor Hotel Portland (Maine),0.5
Hilton Vancouver|Portland,Hilton Garden Inn Airport Portland (Maine),0.536585365854
Red Lion Hotel at the Quay|Portland,Red Lion Hotel Portland (Oregon),0.6
La Quinta Northwest|Portland,La Quinta Inn & Suites Portland (Maine),0.682926829268
OR|Portland,Harbor Hotel Portland (Maine),0.5
REVIEW|Portland,Doubletree Hotel Portland,0.375
Phoenix Inn Suites|Portland,Rodeway Inn & Suites Portland,0.684210526316
Staybridge Suites|Portland,Staybridge Suites Airport Portland (Oregon),0.653846153846
Holiday Inn SouthWilsonville|Portland,Holiday Inn West Portland (Maine),0.636363636364
Wilsonville Inn and Suites|Portland,Rodeway Inn & Suites Portland,0.619047619048
La Quinta|Mesquite - Garland,La Quinta Inn Dallas Garland,0.620689655172
Radisson East|Mesquite - Garland,Days Inn West Garland,0.538461538462
OR|Roanoke,Comfort Suites Roanoke Rapids,0.25
La Quinta Inn|Roanoke,Quality Inn Roanoke Rapids,0.666666666667
OR|Roanoke,Comfort Suites Roanoke Rapids,0.25
Super|Albany,Super 8 Motel Albany (New York),0.555555555556
OR|Albany,Courtyard Hotel Albany (Georgia),0.363636363636
Hotel Indigo|Albany,Days Inn Airport Albany (New York),0.363636363636
La Quinta in Latham|Albany,La Quinta Inn & Suites Albany (Oregon),0.682926829268
Travelodge Latham|Albany,Travelodge Inn And Suites Albany (New York),0.631578947368
Super|Albany,Super 8 Motel Albany (New York),0.555555555556
Williamsburg Plantation|Williamsburg,Plantation Resort Williamsburg (Virginia),0.512820512821
now Clarion Historic District not yet reported to the board|Williamsburg,Clarion Hotel Historic District Williamsburg (Virginia),0.59793814433
Holiday Inn DowntownBusch Gardens|Williamsburg,Days Inn Busch Gardens Williamsburg (Virginia),0.626865671642
Holiday Inn Express|Williamsburg,Holiday Inn Express Hotel & Suites Williamsburg (Virginia),0.633333333333
OR|Williamsburg,Williamsburg Lodge (Virginia),0.222222222222
Howard Johnson|Williamsburg,Howard Johnson Inn Historic Williamsburg (Virginia),0.528301886792
Travelodge|Williamsburg,Travelodge Hotel Williamsburg (Virginia),0.606060606061
Omni Newport News|Williamsburg,Clarion Inn Amana Colonies Williamsburg (Iowa),0.418604651163
Country Inn and Suites Newport News|Williamsburg,Country Inn & Suites East Williamsburg (Virginia),0.676470588235
REVIEW|Bloomington,Travelodge Hotel Bloomington (Indiana),0.375
Ramada Chilton Conference Center|Yuma,Ramada Hotel Chilton Yuma,0.595744680851
Holiday Inn Gateway Center|Flint,Holiday Inn Flint,0.594594594595
Anabella|Orange County,Ramada Hotel East Orange,0.428571428571
OR|Orange County,Courtyard Hotel West Orange,0.363636363636
Desert Palms|Orange County,Best Western Plaza Hotel Orange (California),0.466666666667
Holiday Inn Hotel and Suites Anaheim Walnut St adj to Disneyland|Orange County,Holiday Inn Hotel & Suites Orange Park,0.5
OR|Orange County,Courtyard Hotel West Orange,0.363636363636
OR|Orange County,Courtyard Hotel West Orange,0.363636363636
OR|Orange County,Courtyard Hotel West Orange,0.363636363636
Peacock Suites|Orange County,Econo Lodge & Suites Orange (Texas),0.588235294118
Anaheim Maingate Hotel soon to become Red Lion|Orange County,Escapes to The Shores Resort Orange Beach,0.434782608696
OR|Orange County,Courtyard Hotel West Orange,0.363636363636
Greenwood Suites|Orange County,Econo Lodge & Suites Orange (Texas),0.666666666667
Howard Johnson Plaza Hotel Anaheim|Orange County,Howard Johnson Inn Orange Park,0.68085106383
Quality Inn Manchester Ave|Orange County,Quality Inn Orange City,0.594594594595
OR|Orange County,Courtyard Hotel West Orange,0.363636363636
Extended StayAmerica Convention Center|Orange County,Extended Stay America Hotel Orange (California),0.677966101695
or|Orange County,Courtyard Hotel West Orange,0.363636363636
Little Boy Blue Motel|Orange County,Super 8 Motel Orange (Texas),0.470588235294
Nugent Hotel|Orange County,Sugar Beach Rentals Orange Beach,0.4
that property downgraded to|Orange County,Grand Pointe Condos Orange Beach,0.434782608696
Hilton|Orange County,Hampton Inn Orange (Texas),0.470588235294
Amenities Restaurant  Pool  Fitness  Business|Orange County,Best Western Hotel & Suites Southside Orange Park,0.519480519481
or|Orange County,Courtyard Hotel West Orange,0.363636363636
Customer Favorite|Orange County,Comfort Inn Orange (Texas),0.5
OR|Orange County,Courtyard Hotel West Orange,0.363636363636
Customer Favorite|Orange County,Comfort Inn Orange (Texas),0.5
OR|Orange County,Courtyard Hotel West Orange,0.363636363636
Customer Favorite|Orange County,Comfort Inn Orange (Texas),0.5
OR|Orange County,Courtyard Hotel West Orange,0.363636363636
accurate  but awaiting user confirmation|Orange County,Tidewater Condominium Hotel Orange Beach,0.459016393443
Disney SOUTH|Orange County,Days Inn South Orangeburg,0.692307692308
Marriott Suites|Orange County,Comfort Inn & Suites Orangeburg,0.571428571429
Red Lion Inn|Orange County,Residence Inn West Orange,0.64
Sheraton Garden Grove Anaheim South|Orange County,Hilton Garden Inn Beachfront Orange Beach,0.539682539683
OR|Orange County,Courtyard Hotel West Orange,0.363636363636
Clarion|Orange County,Ayres Inn Orange (California),0.5
Hawthorn Suites|Orange County,Hilton Suites Anaheim Orange (California),0.611111111111
Holiday Inn Anaheim Manchester Ave|Orange County,Days Inn Anaheim Orange (California),0.6
OR|Orange County,Courtyard Hotel West Orange,0.363636363636
OR|Orange County,Courtyard Hotel West Orange,0.363636363636
REVIEW|Orange County,Residence Inn West Orange,0.421052631579
REVIEW|Orange County,Residence Inn West Orange,0.421052631579
Candlewood Suites Garden Grove|Orange County,Hilton Suites Anaheim Orange (California),0.509803921569
Travelodge|Orange County,Southern Lodge Orangeburg,0.583333333333
|Orange County,,0.0
Sheraton Cerritos at Town Center|Orange County,Grand Caribbean Rentals Orange Beach,0.472727272727
Holiday Inn Buena Park Conference Center|Orange County,Holiday Inn Express Hotel and Suites Orange City,0.567164179104
REVIEW|Orange County,Residence Inn West Orange,0.421052631579
previously|Orange County,Super 8 Motel Orange (Texas),0.347826086957
La Quinta La PalmaTheme Park Area|Orange County,La Quinta Inn & Suites Orange (Texas),0.472727272727
OR|Orange County,Courtyard Hotel West Orange,0.363636363636
Fairmont Newport Beach|Orange County,Sleep Inn on the Beach Orange Beach,0.5
Hilton Costa Mesa|Orange County,Hilton Suites Anaheim Orange (California),0.631578947368
Hilton IrvineOrange County|Orange County,Hilton Suites Anaheim Orange (California),0.588235294118
OR|Orange County,Courtyard Hotel West Orange,0.363636363636
Hyatt Regency Irvine|Orange County,Residence Inn West Orange,0.484848484848
OR|Orange County,Courtyard Hotel West Orange,0.363636363636
Westin South Coast Plaza|Orange County,Best Western Plaza Hotel Orange (California),0.571428571429
OR|Orange County,Courtyard Hotel West Orange,0.363636363636
Ayres Hotel and Suites Costa Mesa|Orange County,Quality Suites Anaheim Orange (California),0.521739130435
Crowne Plaza Irvine|Orange County,Turquoise Place Resort Orange Beach,0.487804878049
Embassy Suites Costa MesaOrange County AirportIrvine|Orange County,Best Western Hotel & Suites Southside Orange Park,0.450704225352
Doubletree Club Santa AnaOrange County Airport|Orange County,Doubletree Hotel Anaheim Orange (California),0.615384615385
now Hotel Hanford not yet reported to the board|Orange County,Howard Johnson Express Inn Orangeburg,0.411764705882
Holiday Inn Santa Ana|Orange County,Holiday Inn Rockland Orangeburg (New York),0.682926829268
La Quinta Costa Mesa|Orange County,La Quinta Inn & Suites Orange (Texas),0.666666666667
Crowne Plaza|Orange County,Best Western Plaza Hotel Orange (California),0.533333333333
Embassy Suites Anaheim North|Orange County,Quality Suites Anaheim Orange (California),0.68
Embassy Suites BreaNorth Orange County Birch Street location  Brea|Orange County,Best Western Hotel & Suites Southside Orange Park,0.447058823529
Wyndham Anaheim Park|Orange County,Days Inn Anaheim Orange (California),0.555555555556
OR|Orange County,Courtyard Hotel West Orange,0.363636363636
OR|Orange County,Courtyard Hotel West Orange,0.363636363636
OR|Orange County,Courtyard Hotel West Orange,0.363636363636
REVIEW|Orange County,Residence Inn West Orange,0.421052631579
Extended StayAmerica Anaheim Hills in AnaheimDisneyland North zone|Orange County,Extended Stay America Hotel Orange (California),0.459770114943
Ayres Hotel and Spa|Orange County,Ayres Inn Orange (California),0.631578947368
Doubletree Irvine Spectrum|Orange County,Doubletree Hotel Anaheim Orange (California),0.622222222222
OR|Orange County,Courtyard Hotel West Orange,0.363636363636
Holiday Inn Mission Viejo|Orange County,Holiday Inn Express Hotel and Suites Orange City,0.653846153846
Homestead Studio Suites|Orange County,Howard Johnson Inn and Suites Orange (California),0.583333333333
Ayres Hotel and Spa Mission Viejo aka Country Suites by Ayres|Orange County,Best Western Meridian Inn and Suites Orange (California),0.428571428571
Sutton Place Hotel|Orange County,Southern Lodge Orangeburg,0.538461538462
Island Hotel|Orange County,Wilshire Grand Hotel West Orange,0.5
Hilton Waterfront|Orange County,Hilton Garden Inn Beachfront Orange Beach,0.622222222222
Hyatt Newport Beach|Orange County,Sleep Inn on the Beach Orange Beach,0.487804878049
OR|Orange County,Courtyard Hotel West Orange,0.363636363636
Hyatt Regency Huntington Beach Resort and Spa|Orange County,Hilton Garden Inn Beachfront Orange Beach,0.550724637681
Shorebreak Hotel|Orange County,Wilshire Grand Hotel West Orange,0.5
OR|Orange County,Courtyard Hotel West Orange,0.363636363636
Best Western Newport Beach Inn|Orange County,Best Western Meridian Inn and Suites Orange (California),0.645161290323
Hotel Huntington Beach|Orange County,Sleep Inn on the Beach Orange Beach,0.526315789474
Extended StayAmerica Huntington Beach|Orange County,Extended Stay America Hotel Orange (California),0.689655172414
now Days Inn not yet reported to the board|Orange County,Holiday Inn Express Hotel & Suites Orange (Texas),0.478873239437
Ramada Plaza|Orange County,Ramada Hotel East Orange,0.666666666667
Marriott Laguna Beach|Orange County,Hilton Garden Inn Beachfront Orange Beach,0.448979591837
Laguna Beach Inn|Orange County,Sugar Beach Rentals Orange Beach,0.571428571429
Pacific Edge Hotel|Orange County,Fairfield Inn Orangeburg,0.48
Dana Point Harbor Drive although hotwire may be listing this poropertys name as  and showing the Tripadvisor info for  the Dana Point MARINA Inn  which is a different property|Orange County,Best Western Meridian Inn and Suites Orange (California),0.266009852217
Customer Favorite|Orange County,Comfort Inn Orange (Texas),0.5
Customer Favorite|Orange County,Comfort Inn Orange (Texas),0.5
REVIEW|Orange County,Residence Inn West Orange,0.421052631579
Customer Favorite|Orange County,Comfort Inn Orange (Texas),0.5
user received word from hotwire of downgrade after writing negative review|Canon City,Budget Host Royal Gorge Inn Canon City,0.316831683168
Kona Coast Resort and Keauhou Gardens|Big Island,Wyndham Resort Ocean Ridge Edisto Island,0.508474576271
King Kamehamehas Kona Beach Hotel|Big Island,Sheraton Beach Hotel South Padre Island,0.536585365854
Castle Kona Bali Kai|Big Island,Castle Wood Cottages Big Bear Lake,0.5
Kona Seaside Hotel|Big Island,Seaside Inn Amelia Island,0.608695652174
Mauna Lani|Big Island,Wanna Wanna Inn South Padre Island,0.56
Halii Kai|Big Island,Amelia Hotel Amelia Island,0.533333333333
Customer Favorite|Big Island,Comfort Suites Amelia Island,0.58064516129
Doubletree|Cincinnati,Holiday Inn Express West Cincinnati,0.352941176471
OR|Cincinnati,Cincinnati North Hotel,0.571428571429
Hilton Airport|Cincinnati,Hilton Garden Inn Cincinnati,0.58064516129
Hyatt Place|Cincinnati,Hyatt Place Hotel Blue Ash Cincinnati,0.6875
OR|Cincinnati,Cincinnati North Hotel,0.571428571429
Ramada Inn|Cincinnati,Days Inn East Cincinnati,0.521739130435
Doubletree Guest Suites|Cincinnati,Comfort Suites Cincinnati,0.540540540541
OR|Cincinnati,Cincinnati North Hotel,0.571428571429
OR|Cincinnati,Cincinnati North Hotel,0.571428571429
OR|Cincinnati,Cincinnati North Hotel,0.571428571429
Wingate by Wyndham|Cincinnati,Wingate Hotel Blue Ash Cincinnati,0.628571428571
Embassy Suites|Cincinnati,Baymont Inn & Suites Cincinnati,0.588235294118
or|Cincinnati,Cincinnati North Hotel,0.571428571429
or|Cincinnati,Cincinnati North Hotel,0.571428571429
Radisson Riverfront|Cincinnati,Best Western Inn Mariemont Cincinnati,0.444444444444
Cincinnatian Hotel|Cincinnati,The Cincinnatian Hotel Cincinnati,0.5
Customer Favorite|Cincinnati,Comfort Suites Cincinnati,0.58064516129
Holiday Inn FT MitchellI|Cincinnati,Holiday Inn Eastgate Cincinnati,0.681818181818
Homewood Suites|Cincinnati,Comfort Suites Cincinnati,0.689655172414
Hamilton Hotel|Cincinnati,Hilton Garden Inn Cincinnati,0.48
Holiday Inn Sharonville|Cincinnati,Holiday Inn Eastgate Cincinnati,0.697674418605
now Crowne Plaza North not yet reported to the board|Cincinnati,Crowne Plaza Hotel North Cincinnati,0.535211267606
OR|Cincinnati,Cincinnati North Hotel,0.571428571429
Extended StayAmerica CincinnatiSharonville|Cincinnati,Americas Best Value Inn Sharonville Cincinnati,0.567164179104
Travelodge Sharonville|Cincinnati,Americas Best Value Inn Sharonville Cincinnati,0.59649122807
La Quinta Cincinnati NE|Cincinnati,La Quinta Inn & Suites Sharonville Cincinnati,0.553191489362
La Quinta FresnoYosemite|Fresno,La Quinta Inn Yosemite Fresno (California),0.666666666667
Country Inn and Suites|Fresno,Knights Inn & Suites Los Fresnos,0.684210526316
OR|Woodbridge - Dumfries,Comfort Inn Dumfries,0.307692307692
Ramada Inn|Gulfport - Longbeach,Hampton Inn Gulfport,0.571428571429
Holiday Inn Express St IgnaceLake Front|St. Ignace,Holiday Inn Express Saint Ignace,0.655172413793
The Plaza Hotel and Conference Center|Carson City,City Center Motel Carson City,0.4
Beaver Run Resort and Conference Center|Breckenridge,Beaver Run Resort Breckenridge,0.653846153846
OR|Breckenridge,Corral Lodge Breckenridge,0.285714285714
Holiday Inn Frisco Summit County|Breckenridge,Breckenridge Lodging Accommodations,0.444444444444
La Quinta Inn and Suites|Breckenridge,Village Point Condominiums Breckenridge,0.478260869565
OR|Mystic - New London,Comfort Inn Mystic,0.307692307692
Super|Mystic - New London,Hyatt Place Hotel Mystic,0.25
Ramada|Fargo,Ramada Plaza Suites Fargo,0.48
Days Inn Ball State University|Muncie,Lees Inn & Suites Muncie,0.510638297872
REVIEW|Omaha,Residence Inn Omaha,0.421052631579
now the Magnolia not yet reported to the board|Omaha,Holiday Inn Convention Center Omaha,0.426666666667
Sleep Inn|Omaha,Residence Inn Omaha,0.636363636364
Sleep Inn|Omaha,Residence Inn Omaha,0.636363636364
Clarion West|Omaha,Comfort Inn West Omaha,0.642857142857
Customer Favorite|Omaha,Comfort Suites Omaha,0.58064516129
REVIEW|Omaha,Residence Inn Omaha,0.421052631579
REVIEW|Omaha,Residence Inn Omaha,0.421052631579
La Quinta|Omaha,La Quinta Inn Northwest Omaha,0.5625
Doral Tesoro|Forth Worth,South Palm Suites Lake Worth,0.48275862069
Trinity Suites|Forth Worth,Hawthorn Suites Wadsworth,0.689655172414
OR|Forth Worth,Omni Hotel Fort Worth,0.333333333333
REVIEW|Pittsburgh,Renaissance Hotel Pittsburgh,0.470588235294
Crowne Plaza|Pittsburgh,Econo Lodge Pittsburgh,0.434782608696
OR|Pittsburgh,The Priory Hotel Pittsburgh,0.333333333333
OR|Pittsburgh,The Priory Hotel Pittsburgh,0.333333333333
OR|Pittsburgh,The Priory Hotel Pittsburgh,0.333333333333
OR|Pittsburgh,The Priory Hotel Pittsburgh,0.333333333333
Microtel|Pittsburgh,Microtel Inn & Suites Pittsburgh,0.551724137931
Customer Favorite|Pittsburgh,Comfort Inn Pittsburgh,0.5
OR|Pittsburgh,The Priory Hotel Pittsburgh,0.333333333333
Doubletree|Pittsburgh,Doubletree Hotel & Suites City Center Pittsburgh,0.47619047619
OR|Pittsburgh,The Priory Hotel Pittsburgh,0.333333333333
Customer Favorite|Pittsburgh,Comfort Inn Pittsburgh,0.5
Customer Favorite|Pittsburgh,Comfort Inn Pittsburgh,0.5
Holiday Inn Parkway East currently CLOSED  unsure if will reopen|Pittsburgh,Holiday Inn Parkway East Pittsburgh,0.545454545455
OR|Pittsburgh,The Priory Hotel Pittsburgh,0.333333333333
OR|Pittsburgh,The Priory Hotel Pittsburgh,0.333333333333
Wyndham Pittsburgh|Pittsburgh,Wyndham Hotel University Place Pittsburgh,0.4375
Extended StayAmerica|Pittsburgh,Extended Stay Deluxe Hotel Airport Pittsburgh,0.612244897959
OR|Peoria,Courtyard Hotel Peoria (Illinois),0.363636363636
Amenities Complimentary Breakfast  Pool  Fitness  HiSpeed Internet  Business  Golf|Peoria,Comfort Suites Sports Complex Peoria (Arizona),0.342342342342
or|Peoria,Courtyard Hotel Peoria (Illinois),0.363636363636
Wyndham|Albuquerque,Andaluz Hotel Albuquerque,0.428571428571
Hyatt|Albuquerque,Hyatt Regency Hotel Albuquerque,0.555555555556
OR|Albuquerque,Courtyard Hotel Albuquerque,0.363636363636
La Quinta West Long Branch|Long Branch - West Long Branch,La Quinta Inn West Long Branch,0.615384615385
Doubletree|Spokane,Doubletree Hotel City Center Spokane,0.606060606061
OR|Spokane,Courtyard Hotel Spokane,0.363636363636
OR|Spokane,Courtyard Hotel Spokane,0.363636363636
OR|Spokane,Courtyard Hotel Spokane,0.363636363636
Ramada Spokane Valley|Spokane,Ramada Limited Hotel Spokane,0.642857142857
OR|Spokane,Courtyard Hotel Spokane,0.363636363636
Crossland Spokane Valley|Spokane,Crossland Economy Studios Valley Spokane,0.69387755102
La Quinta|Wichita,La Quinta Inn Airport Wichita Falls,0.6
Four Points|Wichita,Comfort Suites Wichita,0.56
Hyatt|Wichita,Hyatt Regency Hotel Wichita,0.555555555556
La Quinta|Wichita,La Quinta Inn Airport Wichita Falls,0.6
Holiday Inn Coralville|Iowa City - University,Alexis Park Inn & Suites Iowa City,0.434782608696
Holiday Inn Express Coralville|Iowa City - University,Quality Inn & Suites Highlander Iowa City,0.459016393443
La Quinta|Macon,La Quinta Inn & Suites Macon,0.58064516129
Crowne Plaza|Madison,Crowne Plaza Hotel Madison (Wisconsin),0.631578947368
OR|Madison,Comfort Inn Madison (Indiana),0.307692307692
Howard Johnson|Madison,Howard Johnson Hotel Madison (Wisconsin),0.666666666667
Super|Madison,Super 8 Motel Madison (South Dakota),0.555555555556
Wingate Inn|Madison,Kingsley Inn Fort Madison,0.695652173913
OR|Madison,Comfort Inn Madison (Indiana),0.307692307692
Concourse Hotel and Governors Club|Madison,Madison Concourse Hotel (Wisconsin),0.553191489362
Hilton Monona|Madison,Hilton Garden Inn Madison (Mississippi),0.6
Sheraton Madison|Madison,Sheraton Hotel Madison (Wisconsin),0.533333333333
OR|Madison,Comfort Inn Madison (Indiana),0.307692307692
Clarion|Madison,Carefree Inn Madisonville (Texas),0.526315789474
Courtyard|Madison,Country Hearth Inn Madison (Alabama),0.518518518519
Country Inn and Suites|Cocoa Beach,Quality Suites Cocoa Beach,0.625
Hilton amenities not confirmed  but believed accurate|Cocoa Beach,Hilton Hotel Oceanfront Cocoa Beach,0.394366197183
Best Western Oceanfront|Cocoa Beach,Best Western Ocean Beach Hotel & Suites Cocoa Beach,0.666666666667
|Cocoa Beach,,0.0
Holiday Inn Viera Conference Center|Cocoa Beach,Holiday Inn Express Hotel & Suites Cocoa Beach,0.5625
Crowne Plaza|Cocoa Beach,Comfort Inn & Suites Port Canaveral Cocoa Beach,0.340425531915
OR|Cocoa Beach,Courtyard Hotel Cocoa Beach,0.363636363636
Hilton Oceanfront  Melbourne Beach|Cocoa Beach,Hilton Hotel Oceanfront Cocoa Beach,0.653846153846
OR|Cocoa Beach,Courtyard Hotel Cocoa Beach,0.363636363636
Radisson Suites|Cocoa Beach,Ocean Suites Cocoa Beach,0.666666666667
Celebrity Resorts Hotel|Atlantic City,Hilton Resort Atlantic City,0.6
The Chelsea Luxe Tower|Atlantic City,The Chelsea Hotel Atlantic City,0.666666666667
OR|Atlantic City,Borgata Hotel Atlantic City,0.444444444444
Harrahs|Atlantic City,Howard Johnson Hotel Atlantic City,0.47619047619
Ballys|Atlantic City,Days Inn Atlantic City,0.428571428571
OR|Atlantic City,Borgata Hotel Atlantic City,0.444444444444
OR|Atlantic City,Borgata Hotel Atlantic City,0.444444444444
OR|Atlantic City,Borgata Hotel Atlantic City,0.444444444444
The Chelsea AnnexLite Tower|Atlantic City,The Chelsea Pub and Inn Atlantic City,0.608695652174
Wingate by Wyndham|Tuscaloosa,Wingate Hotel Tuscaloosa,0.56
REVIEW|Tuscaloosa,Fairfield Inn Tuscaloosa,0.315789473684
Ramada Inn Stuart|Jensen Beach - Stuart,Hampton Inn & Suites North Stuart (Florida),0.511627906977
Midland Resort and Convention Center|Midland,Residence Inn Midland (Texas),0.434782608696
Grand Hyatt DFW|Dallas,Days Inn DFW Dallas,0.444444444444
Customer Favorite|Dallas,Comfort Suites Dallas,0.58064516129
Westin Dallas DFW|Dallas,West End Hotel Dallas,0.631578947368
OR|Dallas,Palomar Hotel Dallas,0.444444444444
La Quinta|Dallas,La Quinta Inn East Dallas,0.666666666667
Wingate Inn|Dallas,Quality Inn Dallas,0.545454545455
Holiday Inn Select DFW Airport North|Dallas,Holiday Inn Express Hotel & Suites Park Central Northeast Dallas,0.590909090909
W Airport Freeway there is another Super|Dallas,La Quinta Inn & Suites North Central Dallas,0.421052631579
La Quinta Inn DFW Airport South|Dallas,La Quinta Inn East Dallas,0.69387755102
now Park Inn DFW South not yet reported to the board|Dallas,Comfort Inn & Suites Market Center Dallas,0.46511627907
Ramada|Dallas,Ramada Limited Hotel Dallas,0.6
Sheraton Arlington|Dallas,Sheraton Hotel North Dallas,0.666666666667
OR|Dallas,Palomar Hotel Dallas,0.444444444444
Holiday Inn Northeast|Dallas,Holiday Inn Market Center Dallas,0.695652173913
Wyndham Arlington|Dallas,Wyndham Hotel Love Field Dallas,0.555555555556
La Quinta|Dallas,La Quinta Inn East Dallas,0.666666666667
Homestead North Arlington|Dallas,Homestead Studio Suites Plano Dallas,0.592592592593
La Quinta|Dallas,La Quinta Inn East Dallas,0.666666666667
Customer Favorite|Dallas,Comfort Suites Dallas,0.58064516129
or|Dallas,Palomar Hotel Dallas,0.444444444444
or|Dallas,Palomar Hotel Dallas,0.444444444444
OR|Dallas,Palomar Hotel Dallas,0.444444444444
OR|Dallas,Palomar Hotel Dallas,0.444444444444
OR|Dallas,Palomar Hotel Dallas,0.444444444444
Sheraton Downtown|Dallas,Aloft Hotel Downtown Dallas,0.6875
OR|Dallas,Palomar Hotel Dallas,0.444444444444
OR|Dallas,Palomar Hotel Dallas,0.444444444444
Hampton Inn West End|Dallas,Hampton Inn Walnut Hill Dallas,0.697674418605
Hyatt|Dallas,Hyatt Regency Hotel Dallas,0.555555555556
Adams Mark|Dallas,Ramada Hotel Market Center Dallas,0.516129032258
Omni Mandalay|Dallas,Hilton Hotel Anatole Dallas,0.5
OR|Dallas,Palomar Hotel Dallas,0.444444444444
NYLO|Dallas,Belmont Hotel Dallas,0.363636363636
Aloft Las Colinas|Dallas,Aloft Hotel Downtown Dallas,0.5625
North MacArthur Blvd|Dallas,Ritz Carlton Hotel Dallas,0.4375
OR|Dallas,Palomar Hotel Dallas,0.444444444444
Lakepointe Suites|Dallas,Palace Suites Dallas,0.666666666667
Wingate Inn|Dallas,Quality Inn Dallas,0.545454545455
StudioPLUS Bedford|Dallas,Studio 6 Hotel Garland Dallas,0.514285714286
InterContinental Dallas|Dallas,La Quinta Inn Central Dallas,0.540540540541
OR|Dallas,Palomar Hotel Dallas,0.444444444444
OR|Dallas,Palomar Hotel Dallas,0.444444444444
OR|Dallas,Palomar Hotel Dallas,0.444444444444
|Dallas,,0.0
OR|Dallas,Palomar Hotel Dallas,0.444444444444
OR|Dallas,Palomar Hotel Dallas,0.444444444444
OR|Dallas,Palomar Hotel Dallas,0.444444444444
REVIEW|Dallas,Renaissance Hotel Dallas,0.470588235294
OR|Dallas,Palomar Hotel Dallas,0.444444444444
Customer Favorite|Dallas,Comfort Suites Dallas,0.58064516129
Doubletree Hotel near the Galleria|Dallas,Doubletree Hotel Market Center Dallas,0.666666666667
Hilton Suites|Dallas,Hilton Hotel Park Cities Dallas,0.6875
Hotel Inidgo|Dallas,Hotel Indigo Downtown Dallas,0.47619047619
OR|Dallas,Palomar Hotel Dallas,0.444444444444
REVIEW|Dallas,Renaissance Hotel Dallas,0.470588235294
OR|Dallas,Palomar Hotel Dallas,0.444444444444
Holiday Inn Select Dallas North|Dallas,Holiday Inn Market Center Dallas,0.68
Bradford Homesuites|Dallas,Comfort Suites Dallas,0.606060606061
La Quinta Stemmons Freeway|Dallas,La Quinta Inn East Dallas,0.636363636364
OR|Dallas,Palomar Hotel Dallas,0.444444444444
Customer Favorite|Dallas,Comfort Suites Dallas,0.58064516129
OR|Dallas,Palomar Hotel Dallas,0.444444444444
Wyndham Garden Hotel|Dallas,Wyndham Hotel Love Field Dallas,0.545454545455
Amerisuites|Dallas,Palace Suites Dallas,0.666666666667
OR|Dallas,Palomar Hotel Dallas,0.444444444444
Westin Stonebriar Resort|Dallas,Westin Hotel Galleria Dallas,0.55
OR|Dallas,Palomar Hotel Dallas,0.444444444444
NYLO|Dallas,Belmont Hotel Dallas,0.363636363636
Sheraton Stonebriar|Dallas,Sheraton Hotel North Dallas,0.647058823529
Summerfield Suites Richardson|Dallas,Hyatt Summerfield Suites Uptown Dallas,0.7
Pyramids Hotel|Dallas,Ramada Limited Hotel Dallas,0.454545454545
Hyatt Regency|Greenville,Hyatt Regency Hotel Greenville (South Carolina),0.577777777778
Customer Favorite|Greenville,Comfort Inn Greenville (North Carolina),0.5
Marriott|Greenville,Marriott Hotel Greenville (South Carolina),0.457142857143
Courtyard Airport|Greenville,Courtyard Hotel Greenville (North Carolina),0.692307692308
Holiday Inn at Augusta Rd I|Greenville,Holiday Inn Augusta Greenville (South Carolina),0.6875
OR|Greenville,Courtyard Hotel Greenville (North Carolina),0.363636363636
Embassy Suites|Greenville,Best Western Suites Greenville (North Carolina),0.606060606061
OR|Wilkes Barre,Wilkes Barre Lodge,0.285714285714
Ramada Limited|Carbondale,Ramada Hotel Carbondale (Illinois),0.6
Westin|Norfolk-Virginia Beach,Best Western Inn Virginia Beach,0.545454545455
Radisson|Racine,Radisson Hotel Harbourwalk Racine,0.551724137931
Hyatt Pier|Fort Lauderdale,Hyatt Place Hotel Airport North Fort Lauderdale,0.5
OR|Fort Lauderdale,Fort Lauderdale Beach Resort,0.285714285714
OR|Fort Lauderdale,Fort Lauderdale Beach Resort,0.285714285714
OR|Fort Lauderdale,Fort Lauderdale Beach Resort,0.285714285714
|Fort Lauderdale,,0.0
OR|Fort Lauderdale,Fort Lauderdale Beach Resort,0.285714285714
OR|Fort Lauderdale,Fort Lauderdale Beach Resort,0.285714285714
Doubletee Guest Suites Gallery One|Fort Lauderdale,Gallery One Hotel Fort Lauderdale,0.488888888889
Sheraton Yankee Clipper Hotel|Fort Lauderdale,Sheraton Beach Hotel Fort Lauderdale,0.594594594595
Bahia Mar|Fort Lauderdale,Bahia Beach Hotel Fort Lauderdale,0.7
now Courtyard Ft Lauderdale Beach not yet reported|Fort Lauderdale,Courtyard Hotel North Cypress Creek Fort Lauderdale,0.525
